# TLB experminet
# page size = 8192 bytes
# max pages = 256
# total number of references = 1 Mi

#pages	 proc		 sum
1	 0.0029	 1048576
2	 0.0024	 1048576
4	 0.0025	 1048576
8	 0.0024	 1048576
16	 0.0025	 1048576
32	 0.0025	 1048576
64	 0.0026	 1048576
128	 0.0029	 1048576
256	 0.0029	 1048576
