# This is a benchmark of random replacement
# 100000 page references
# 100 pages
#
#
# frames	ratio
5		0.1352
10		0.2952
15		0.4455
20		0.5771
25		0.6852
30		0.7645
35		0.8130
40		0.8404
45		0.8587
50		0.8726
55		0.8856
60		0.8981
65		0.9111
70		0.9237
75		0.9357
80		0.9482
85		0.9608
90		0.9740
95		0.9862
100		0.9990
