# This is a benchmark of random replacement
# 100000 page references
# 100 pages
#
#
# frames	ratio
5		0.4038
10		0.6034
15		0.7246
20		0.8036
25		0.8505
30		0.8784
35		0.8986
40		0.9146
45		0.9277
50		0.9388
55		0.9485
60		0.9574
65		0.9652
70		0.9721
75		0.9783
80		0.9837
85		0.9885
90		0.9926
95		0.9962
100		0.9990
